rank;artistId;artistsName;trackTitle;track_id;;;;;;;;;;;;;;
983;6281238\v6281197\v6005130;Slivanoë & Tour De Manège, Tour De Manège, Slivanoë;They Dead Wrong;45821098;;;;;;;;;;;;;;
984;9095738\v767662;Power-Haus, Michal Smorawinski;Get It;77781831;;;;;;;;;;;;;;
985;5054100;Дайте танк (!);Люди;62554717;;;;;;;;;;;;;;
986;3247380\v9987979;Otnicka, ONEIL;Flight;107771051;;;;;;;;;;;;;;
987;9833237;SHAMAN;ТЫ МОЯ;103705367;;;;;;;;;;;;;;
988;5398050;Гузель Хасанова;На память;108183119;;;;;;;;;;;;;;
989;4465783;Miyagi;Angel;51703924;;;;;;;;;;;;;;
990;8406727;КАКАЯ РАЗНИЦА;Рассвет;67110388;;;;;;;;;;;;;;
991;1462419;АнимациЯ;Спички;10267563;;;;;;;;;;;;;;
992;3414566\v8320548\v5477816;Смешарики, Сергей Мардарь, Марина Ланда;Обормот;89665389;;;;;;;;;;;;;;
993;453582\v94267;Сати Казанова, Arsenium;До рассвета;32854197;;;;;;;;;;;;;;
994;5736663\v2392189;Nebezao, Андрей Леницкий;Падаю;80210411;;;;;;;;;;;;;;
995;9987979\v2190095;ONEIL, Alex Menco;Mandala;68822973;;;;;;;;;;;;;;
996;161180;Willy William;Ego;28513215;;;;;;;;;;;;;;
997;1052851;Helion;Violin 2.0;53538733;;;;;;;;;;;;;;
998;8025895;ГУДЗОН;Влюбилась в пацана;65493968;;;;;;;;;;;;;;
999;722597\v3740735;Mahmut Orhan, Sena Şener;Feel;27308961;;;;;;;;;;;;;;
1000;10577674\v6740648;poofi., dhan;ninereason;78464738;;;;;;;;;;;;;;
1001;5087878;Lambert;In The Woods;34431250;;;;;;;;;;;;;;
1002;5007577;Zivert;Credo;56920241;;;;;;;;;;;;;;
1003;12803257;Оранжевая корова;Дом из мечты;88892189;;;;;;;;;;;;;;
1004;7691631;Dima PROKOPOV;Кофе с каплями дождя;93109976;;;;;;;;;;;;;;
1005;3365796\v3335011;BONES, Eddy Baker;LooseScrew;67925548;;;;;;;;;;;;;;
1006;595142;The Score;Head Up;86321562;;;;;;;;;;;;;;
1007;2650515;ХАННА;Музыка звучит;57449799;;;;;;;;;;;;;;
1008;3420775;Natasha Blume;Black Sea;27025242;;;;;;;;;;;;;;
1009;1556385;HENSY;Полевые цветы;90202519;;;;;;;;;;;;;;
1010;15743654;VERVGE;Mantra;106901307;;;;;;;;;;;;;;
1011;563326\v472253\v2422675;Whizzkids, Inusa Dawuda, Inusa, Dawuda;Rumours (Digi Digi );2473731;;;;;;;;;;;;;;
1012;10946236;Anton Ageev;Девочка бомба;106746888;;;;;;;;;;;;;;
1013;1393551;Ballpoint;LAX2DUBAI;88052964;;;;;;;;;;;;;;
1014;15691816;ANNA ASTI;Целуешь другую;105406153;;;;;;;;;;;;;;
1015;680809\v2587815;Мурат Тхагалегов, Султан-Ураган;На дискотеку!..;14303236;;;;;;;;;;;;;;
1016;1556385;HENSY;Пора бы улыбаться;86446784;;;;;;;;;;;;;;
1017;8751916\v8460786;Sleepermane, ENRA;Afterimage;72626353;;;;;;;;;;;;;;
1018;428038;Нервы;Нервы;35487139;;;;;;;;;;;;;;
1019;737010\v737009\v1593668;Macklemore, Ryan Lewis, Ray Dalton;Can't Hold Us;5335386;;;;;;;;;;;;;;
1020;219036;Ёлка;Не брошу на полпути;77554329;;;;;;;;;;;;;;
1021;5457159;Two Feet;I Feel Like I'm Drowning;37849394;;;;;;;;;;;;;;
1022;7894065;Scott Rill;i know u;81338946;;;;;;;;;;;;;;
1023;15584885\v13300168;soviss, Chillify;Blizzard;102227484;;;;;;;;;;;;;;
1024;6125147;Тима Белорусских;Незабудка;44184116;;;;;;;;;;;;;;
1025;6132124;ASAMMUELL;Хорошая;86552847;;;;;;;;;;;;;;
1026;10181860;Akmal';По полюшку;102286910;;;;;;;;;;;;;;
1027;3246516\v7196775\v15660671;Semitoo, Chavano, VALOMA;To The Moon & Back;99671808;;;;;;;;;;;;;;
1028;7967035\v6294364;Wellay, Levellove;Пьяным, молодым;75015474;;;;;;;;;;;;;;
1029;6670361\v12310807\v6801703;EQRIC, Dave Who, DENNICK;More Than You Know;88212970;;;;;;;;;;;;;;
1030;5457159;Two Feet;Quick Musical Doodles;41280535;;;;;;;;;;;;;;
1031;10732807\v10733690\v891936;redpillow, blueshadow, PANE;Changes;76971786;;;;;;;;;;;;;;
1032;41191;Баста;Моя игра;48591588;;;;;;;;;;;;;;
1033;5050841\v695284;MBNN, Rowald Steyn;ilomilo;99230837;;;;;;;;;;;;;;
1034;16575265;remember.;Кожура;95341981;;;;;;;;;;;;;;
1035;520154;Mr. Green;Shrooms, Pt. 1: The Work;26720708;;;;;;;;;;;;;;
1036;8719148\v9869435;SUNAMI, ODGO;Вечный сон;70434706;;;;;;;;;;;;;;
1037;41222;ВИА ГРА;Попытка № 5;30254610;;;;;;;;;;;;;;
1038;165142;Мурат Насыров;Я - это ты;107790989;;;;;;;;;;;;;;
1039;8854125;Morokiri;Shinkai;104044696;;;;;;;;;;;;;;
1040;5087878;Lambert;Out Of Chaos;101224878;;;;;;;;;;;;;;
1041;454026\v8952550;Bahh Tee, Turken;Бывшая;103437071;;;;;;;;;;;;;;
1042;106130;Taz;Nights by the Lawn;51963093;;;;;;;;;;;;;;
1043;6857998\v117344\v1482731\v5421327\v5232214;Beachbag, Drive, Beats, Ladina Viva, MaxRiven;Friday;101007271;;;;;;;;;;;;;;
1044;40619;Duran Duran;Come Undone;253237;;;;;;;;;;;;;;
1045;41114;Би-2;Варвара;560468;;;;;;;;;;;;;;
1046;428038;Нервы;Батареи;35487142;;;;;;;;;;;;;;
1047;218107;Артур Пирожков;#туДЫМ-сюДЫМ;73645182;;;;;;;;;;;;;;
1048;16514152\v9478135;GRILLYAZH, Кишлак;ДВИНУЛСЯ НА ТЕБЕ;108174016;;;;;;;;;;;;;;
1049;41052;Король и Шут;Ели мясо мужики;50685860;;;;;;;;;;;;;;
1050;8168120;Lvnx;CRYSTAL;108235305;;;;;;;;;;;;;;
1051;3292790;Мари Краймбрери;Питер;92275860;;;;;;;;;;;;;;
1052;2941392;Маша и медведь;Песня про варенье;32772996;;;;;;;;;;;;;;
1053;9111144;ОСКАР;Между мной;75800912;;;;;;;;;;;;;;
1054;11874059;Ray;Ресницы;79802535;;;;;;;;;;;;;;
1055;165669;Royal Republic;Getting Along;27353967;;;;;;;;;;;;;;
1056;2962149;Giorgio Gee;Mad Donna;70110896;;;;;;;;;;;;;;
1057;41154;Кукрыниксы;Не беда;40585519;;;;;;;;;;;;;;
1058;796797;ЕГОР КРИД;Голос;78300289;;;;;;;;;;;;;;
1059;11567580\v13824089;Kauai45, Sweet Cocoa;Just The Two of Us;95463168;;;;;;;;;;;;;;
1060;3407102;Mani Beats;N&N;21480230;;;;;;;;;;;;;;
1061;41191\v5007577;Баста, Zivert;неболей;69459326;;;;;;;;;;;;;;
1062;6222019;Palina;Сарафан;43551134;;;;;;;;;;;;;;
1063;7914739;АДЛИН;Dead Inside;93917350;;;;;;;;;;;;;;
1064;41225\v2382566;Руслан Набиев, DJ Fat Maxx;По ресторанам;68932005;;;;;;;;;;;;;;
1065;1859;Bon Jovi;It's My Life;48951;;;;;;;;;;;;;;
1066;79770;BrainStorm;Ветер;4387084;;;;;;;;;;;;;;
1067;257461\v4356483;JONY, Andro;Мадам;63124618;;;;;;;;;;;;;;
1068;4944386;Mary Gu;Письмо;81270025;;;;;;;;;;;;;;
1069;3525\v40350;Flo Rida, Kesha;Right Round;120041;;;;;;;;;;;;;;
1070;323672;Burak Yeter;Body Talks;72741604;;;;;;;;;;;;;;
1071;4764396;Зомб;Лабиринты;75247968;;;;;;;;;;;;;;
1072;452\v35349;David Guetta, Kid Cudi;Memories;364729;;;;;;;;;;;;;;
1073;5733065;RASA;Романтика;79794186;;;;;;;;;;;;;;
1074;132491\v9977;Luis Fonsi, Daddy Yankee;Despacito;32984119;;;;;;;;;;;;;;
1075;5652191;Анет Сай;В летних кроссах;95946341;;;;;;;;;;;;;;
1076;6928538;МУККА;Девочка с каре;50400505;;;;;;;;;;;;;;
1077;6551861;longlost;This Is for You;83251554;;;;;;;;;;;;;;
1078;1834288;Michael Silverman;Backyard Worlds;23333459;;;;;;;;;;;;;;
1079;680;Sting;Shape Of My Heart;53242045;;;;;;;;;;;;;;
1080;48811;Static-X;The Only;148092;;;;;;;;;;;;;;
1081;6882248;Mr Lambo;Mango;73089365;;;;;;;;;;;;;;
1082;7167897\v5506666;Siadou, TRFN;Tom's Diner;78627647;;;;;;;;;;;;;;
1083;5780809\v665440;Ганвест, Arch;Ты такая GLE;96960572;;;;;;;;;;;;;;
1084;7093828\v7345579\v13118125;Яд Добра, MARCUS TENSHI, твоичувства;Джаман;90671011;;;;;;;;;;;;;;
1085;3292790\v5042521;Мари Краймбрери, HammAli;Медляк;73161223;;;;;;;;;;;;;;
1086;813267;One-T;The Magic Key;4427406;;;;;;;;;;;;;;
1087;16329632;Dahako;CLXB PHONKY;105330137;;;;;;;;;;;;;;
1088;10523575;JXXPSINNXR;Serenity;82252154;;;;;;;;;;;;;;
1089;4144637;French 79;Hometown (intro);57332110;;;;;;;;;;;;;;
1090;9833237;SHAMAN;ДО САМОГО НЕБА;101782219;;;;;;;;;;;;;;
1091;5136396\v12947968;Iamalex, juniorodeo;Lazy Morning;70367136;;;;;;;;;;;;;;
1092;763311\v5271118;Niman, Truwer;Талия;78024606;;;;;;;;;;;;;;
1093;208167;Arctic Monkeys;Old Yellow Bricks;44137831;;;;;;;;;;;;;;
1094;167398;Шура;Ты не верь слезам;28123569;;;;;;;;;;;;;;
1095;9890351;Colorit;знак;80576056;;;;;;;;;;;;;;
1096;5535139\v2822037;Masked Wolf, TCTS;Astronaut In The Ocean;82331818;;;;;;;;;;;;;;
1097;6841371;Ramil';Увидимся;105676320;;;;;;;;;;;;;;
1098;3204498;SHAMI;Фея;67315131;;;;;;;;;;;;;;
1099;2962149;Giorgio Gee;Fallin';92530977;;;;;;;;;;;;;;
1100;6456325;SLAVA MARLOW;ТЫ ГОРИШЬ КАК ОГОНЬ;78194999;;;;;;;;;;;;;;
1101;4933135;J&K;To the Night;103516832;;;;;;;;;;;;;;
1102;5608856;MATRANG;Заманчивая;89100346;;;;;;;;;;;;;;
1103;10873670\v11308902;Lofi Fruits Music, Chill Fruits Music;Stay High;88556555;;;;;;;;;;;;;;
1104;955714;Klangkarussell;Home;108348114;;;;;;;;;;;;;;
1105;28038;Craig Armstrong;Journey To Dignitas;29881758;;;;;;;;;;;;;;
1106;169649;Лолита;Грустная танцую;101624153;;;;;;;;;;;;;;
1107;3100829;Клоун Плюх;Ударения;100772721;;;;;;;;;;;;;;
1108;5345808;Call Me Karizma;Fire Escape;75028687;;;;;;;;;;;;;;
1109;6456325;SLAVA MARLOW;Снова я напиваюсь;72055319;;;;;;;;;;;;;;
1110;1171662;Else;Paris;52395280;;;;;;;;;;;;;;
1111;17292136;Искандэр;Окна напротив;82864495;;;;;;;;;;;;;;
1112;48807;Chris Isaak;Can't Help Falling in Love;3609476;;;;;;;;;;;;;;
1113;451523;PIZZA;Оружие;6006252;;;;;;;;;;;;;;
1114;15743654\v17286767;VERVGE, OLZXVS;GVNG;107620573;;;;;;;;;;;;;;
1115;8910407\v7306068;Kilian K, Lunis;Havana;78583645;;;;;;;;;;;;;;
1116;9881836;Aime Simone;In This Dark Time;100417833;;;;;;;;;;;;;;
1117;9195596\v2962149;SI US PLAU, Giorgio Gee;You're No Good for Me;78171400;;;;;;;;;;;;;;
1118;160514;СЛОТ;Круги на воде;34577113;;;;;;;;;;;;;;
1119;677775;Александр Иванов;Боже, какой пустяк;10819404;;;;;;;;;;;;;;
1120;4287721\v4339598;I52Dj, 152Dj;Deepsea;28598388;;;;;;;;;;;;;;
1121;9970768;BAGARDI;BABY STOP;83925027;;;;;;;;;;;;;;
1122;8795759;Анастасия Уколова;"Ты забудешь (из ""ЯГА. Кошмар темного леса"")";85178459;;;;;;;;;;;;;;
1123;5922596\v6857954;MriD, Artem Smile;Ядовитая змея;76121677;;;;;;;;;;;;;;
1124;3719594;Jah Khalib;Ты словно целая вселенная;27898772;;;;;;;;;;;;;;
1125;3049830;Те100стерон;Это не девочка;25301457;;;;;;;;;;;;;;
1126;648221;Волшебники двора;Мамочка;39457415;;;;;;;;;;;;;;
1127;155946\v12334678;DJ SMASH, Poët;АТМЛ;97981783;;;;;;;;;;;;;;
1128;159009;Градусы;Научиться бы не париться;2986056;;;;;;;;;;;;;;
1129;2650515;ХАННА;Трогать запрещено;63379548;;;;;;;;;;;;;;
1130;8947630;Luverance;Океаны;108437095;;;;;;;;;;;;;;
1131;6407566;Папин Олимпос;Тёмно-оранжевый закат;51472872;;;;;;;;;;;;;;
1132;4961942\v4345024;Palastic, Mary Jensen;Decision;77620921;;;;;;;;;;;;;;
1133;2750464;Misha Klein;Tell Me why;46333847;;;;;;;;;;;;;;
1134;55612\v72719;Ida Corr, Fedde Le Grand;Let Me Think About It;31185359;;;;;;;;;;;;;;
1135;10867053\v4681134;itsleon, Shiloh Dynasty;My Baby;77710865;;;;;;;;;;;;;;
1136;4944386;Mary Gu;Вино виновато;59523127;;;;;;;;;;;;;;
1137;6401313;Красавцы Love Radio;Рандеву;58325123;;;;;;;;;;;;;;
1138;4652353\v11171733;Ahmed Shad, Shone Dana;Вольная;99126894;;;;;;;;;;;;;;
1139;6864570;Sum Wave;Unleash My Halo;49140086;;;;;;;;;;;;;;
1140;7720909;TRITICUM;Lost;107650875;;;;;;;;;;;;;;
1141;934945;kokoro;delusions;58417521;;;;;;;;;;;;;;
1142;8397072\v9078726;escape, Даня Милохин;so low;90113343;;;;;;;;;;;;;;
1143;16840656\v3032223;Jakone, A.V.G;Пау Пау;108303581;;;;;;;;;;;;;;
1144;5240901\v3768644;Besomorph, KARRA;Playing With My Heart;78672528;;;;;;;;;;;;;;
1145;218099;Земфира;До свидания...;35931198;;;;;;;;;;;;;;
1146;117334;Сергей Лазарев;Сдавайся;36833885;;;;;;;;;;;;;;
1147;5824240\v7714432;CMH, Lida;СТИКЕР;74718134;;;;;;;;;;;;;;
1148;666984\v4752463\v6013779\v617317;Artik & Asti, Артём Качер, Lavrushkin, Mephisto;Грустный дэнс;54047242;;;;;;;;;;;;;;
1149;5583666\v298120;Robert Cristian, Dayana;How much do you love me?;103143842;;;;;;;;;;;;;;
1150;3414566;Смешарики;От Винта!;82766830;;;;;;;;;;;;;;
1151;4828203;Rogue Dave;Internal;98285995;;;;;;;;;;;;;;
1152;5704222;FREE FLOW FLAVA;Jubokko;89854841;;;;;;;;;;;;;;
1153;8914500\v810515\v5724261;k y l o ., LO-FI BEATS, Lofi Hip Hop;Hiding In the East;64212260;;;;;;;;;;;;;;
1154;3105908;Movement;Us;17610572;;;;;;;;;;;;;;
1155;1031919;Carla Morrison;Disfruto;59142815;;;;;;;;;;;;;;
1156;47272;Alphaville;Forever Young;203667;;;;;;;;;;;;;;
1157;7707621;Dabro remix;Улетай на крыльях ветра;106599082;;;;;;;;;;;;;;
1158;643850;Lana Del Rey;Young And Beautiful;10270285;;;;;;;;;;;;;;
1159;15779872;Heroz Unorth;Heat Waves Slowed;99452361;;;;;;;;;;;;;;
1160;9074443;Libercio;Samurai Of Love;64975619;;;;;;;;;;;;;;
1161;452219;Мохито;Плакать и танцевать;78590176;;;;;;;;;;;;;;
1162;246697;Osman;Quiet And Cold;95354862;;;;;;;;;;;;;;
1163;1180297\v7820863\v171;Lofty, Pointy Features, сборник;Psilo;68669115;;;;;;;;;;;;;;
1164;8095900;Три дня дождя;Перезаряжай;83950827;;;;;;;;;;;;;;
1165;3304163;Лёша Свик;Стреляй;87080102;;;;;;;;;;;;;;
1166;8397072;escape;Не похожи;104856679;;;;;;;;;;;;;;
1167;159022;Комиссар;Дрянь;33201985;;;;;;;;;;;;;;
1168;7193541;IVOXYGEN;Young Kid;62914299;;;;;;;;;;;;;;
1169;1487077;Liam Howard;нас не догонят;80602130;;;;;;;;;;;;;;
1170;3958452;Sleeping Wolf;Introduction;69919068;;;;;;;;;;;;;;
1171;42586;Сергей Трофимов;Московская песня;31883152;;;;;;;;;;;;;;
1172;7483807;Tanir & Tyomcha;Da Da Da;56671420;;;;;;;;;;;;;;
1173;495949;Mike Candys;Begin Again;70725018;;;;;;;;;;;;;;
1174;9225220;Emre Kabak;White Angels;66866221;;;;;;;;;;;;;;
1175;170509\v4487942;Mauve, Dominic Donner;On My Mind;87905278;;;;;;;;;;;;;;
1176;5349983;polnalyubvi;Кометы;65062257;;;;;;;;;;;;;;
1177;5278882;KORMAX;Alone;107800943;;;;;;;;;;;;;;
1178;249876;Endor;Pump It Up;57751579;;;;;;;;;;;;;;
1179;170642\v4593165;INNA, Casian;UP;96032654;;;;;;;;;;;;;;
1180;4034285\v2588368;Allan Rayman, Adria Kain;Faust Road;32558156;;;;;;;;;;;;;;
1181;13932537;NLXTN;All Night;103384292;;;;;;;;;;;;;;
1182;17470158;DJ Sabrosura;Like Wooh Wooh;107829441;;;;;;;;;;;;;;
1183;1053;Eminem;The Real Slim Shady;18857;;;;;;;;;;;;;;
1184;12056670;Кругляши;Съедобное-несъедобное;99992407;;;;;;;;;;;;;;
1185;188970;Animal ДжаZ;Три полоски;26360014;;;;;;;;;;;;;;
1186;2357000;Rael Jones;City of Flesh;54796112;;;;;;;;;;;;;;
1187;1556385\v4331814;HENSY, Клава Кока;Костёр;71971290;;;;;;;;;;;;;;
1188;972094;Gummibär;The Gummy Bear Song Russian (Я Мишка Гумми Бер);97758492;;;;;;;;;;;;;;
1189;10774946\v9438507;Alyssa & Gia, CRISPIE;Remember Me;70951299;;;;;;;;;;;;;;
1190;8812067;Канги;Возьми сердце моё;77299034;;;;;;;;;;;;;;
1191;5898402;SUER;Smack That;85059467;;;;;;;;;;;;;;
1192;7951947;Олег Влах;Ураган;105795707;;;;;;;;;;;;;;
1193;13579554;Сателлит;Сердце на двоих;105495293;;;;;;;;;;;;;;
1194;3753587\v4163023;Vanotek, Eneli;Back to Me;38507798;;;;;;;;;;;;;;
1195;5506666\v8576968;TRFN, Myhrtic;Mad World;98711989;;;;;;;;;;;;;;
1196;20010;Bee Gees;Stayin' Alive;32851197;;;;;;;;;;;;;;
1197;3299032\v5583666;Carla's Dreams, Robert Cristian;Sub Pielea Mea;82471495;;;;;;;;;;;;;;
1198;4181655\v12335540;Boostereo, The Trendy;Me and My Broken Heart;99844062;;;;;;;;;;;;;;
1199;6963545;Kaito Shoma;Hotline;80614763;;;;;;;;;;;;;;
1200;10873670\v11308902;Lofi Fruits Music, Chill Fruits Music;The Remedy For A Broken Heart;83283481;;;;;;;;;;;;;;
1201;7072757\v9376188;Lina Lee, Ваня Дмитриенко;Ты со мной;89752894;;;;;;;;;;;;;;
1202;73095;The Irrepressibles;In This Shirt;234295;;;;;;;;;;;;;;
1203;3176637;Ислам Итляшев;Ай-яй-яй (Дикая);104734492;;;;;;;;;;;;;;
1204;3312637;Helsloot;Never Leave;69525417;;;;;;;;;;;;;;
1205;5862292;Maxun;Shadow;108304623;;;;;;;;;;;;;;
1206;6227191;NOLA;Милая;108661926;;;;;;;;;;;;;;
1207;2982374;Aljosha Konstanty;You Always Know Everything;67767686;;;;;;;;;;;;;;
1208;3437397;Ольга Серябкина;Стреляй;103612002;;;;;;;;;;;;;;
1209;4806551;Lubetsky;Victory;105527289;;;;;;;;;;;;;;
1210;41158;T9;Ода нашей любви;2211420;;;;;;;;;;;;;;
1211;41166;Ляпис Трубецкой;Капитал;25427084;;;;;;;;;;;;;;
1212;3525\v5296;Flo Rida, T-Pain;Low;208740;;;;;;;;;;;;;;
1213;6094793\v9448871;KALUMA, Courtney Drummey;Straight Up;72029457;;;;;;;;;;;;;;
1214;3889375;Dua Lipa;Don't Start Now;59412705;;;;;;;;;;;;;;
1215;666984;Artik & Asti;Миллениум;79071660;;;;;;;;;;;;;;
1216;86702;Bebe;Siempre Me Quedará;254347;;;;;;;;;;;;;;
1217;2453839;The Rare Occasions;Notion;30179988;;;;;;;;;;;;;;
1218;4377198;Mounika.;ailleurs;64366048;;;;;;;;;;;;;;
1219;7058482;Лапатушки;Дождик, дождик, уходи;52608939;;;;;;;;;;;;;;
1220;3673838\v7309748;Vadim Adamov, Hardphol;Strong Enough;84478572;;;;;;;;;;;;;;
1221;3158222;Epic North;Gunrise;27138492;;;;;;;;;;;;;;
1222;216306;Jessica Jay;Casablanca;1637804;;;;;;;;;;;;;;
1223;9185039;Jamik;Мелом;91779138;;;;;;;;;;;;;;
1224;5626827\v6158203;Kaan Pars, Garry B;Out of My Head;74416312;;;;;;;;;;;;;;
1225;3304163;Лёша Свик;Ей нравится;69887239;;;;;;;;;;;;;;
1226;6963944\v3313381;Dose, ЛСП;Солнце Золотое;85434001;;;;;;;;;;;;;;
1227;2982374\v2372877;Aljosha Konstanty, Liam Thomas;Used To;60519093;;;;;;;;;;;;;;
1228;9602686;DOVERSTREET;Mi gente;78150040;;;;;;;;;;;;;;
1229;2938031;Markul;Скалы;55420885;;;;;;;;;;;;;;
1230;358612;ДДТ;Просвистела;14662829;;;;;;;;;;;;;;
1231;140504;Tiësto;The Business;71561068;;;;;;;;;;;;;;
1232;595142;The Score;Can't Stop Me Now;56157698;;;;;;;;;;;;;;
1233;4752463;Артём Качер;Пока ты с ним;108380461;;;;;;;;;;;;;;
1234;9204918;Патология;Протест;65935863;;;;;;;;;;;;;;
1235;6125147;Тима Белорусских;Окей;70817393;;;;;;;;;;;;;;
1236;41112;НЕПАРА;Другая причина;818131;;;;;;;;;;;;;;
1237;7982104;D Billions;Чикки, Ча-Ча, Ля-Ля, Бум-Бум с куклами;106962566;;;;;;;;;;;;;;
1238;4682171\v7306068;Dj Goja, Lunis;Crazy;72236535;;;;;;;;;;;;;;
1239;9087112;Max Box;ЖИzA;73111756;;;;;;;;;;;;;;
1240;8173530;Synthwave Nation;New Retro Wave;58493082;;;;;;;;;;;;;;
1241;6170314;Ансамбль Детские Песни;Оранжевая песня;55628291;;;;;;;;;;;;;;
1242;41209;SEREBRO;Мало тебя;50638305;;;;;;;;;;;;;;
1243;3892062;MACAN;77;68803235;;;;;;;;;;;;;;
1244;5529;The Killers;Somebody Told Me;21711458;;;;;;;;;;;;;;
1245;12424722;fenekot;Lovely;105292810;;;;;;;;;;;;;;
1246;2372877;Liam Thomas;Alone Again;54488849;;;;;;;;;;;;;;
1247;11517158\v9435913;Милана Хаметова, Milana Star;ЛП;105789773;;;;;;;;;;;;;;
1248;2686162;DAKOOKA;Умри, если меня не любишь (Шаг за 20);42685036;;;;;;;;;;;;;;
1249;3313497;Brock Berrigan;Why the Funk Not;21749577;;;;;;;;;;;;;;
1250;1035173\v171842;Joanne, Helena Paparizou;Twist In My Sobriety;85923303;;;;;;;;;;;;;;
1251;5821649\v582193;Ava Max, Cirkut;Sweet but Psycho;42668664;;;;;;;;;;;;;;
1252;8084200;Pearce Roswell;Drop World;57821726;;;;;;;;;;;;;;
1253;4073286\v5384157;SERPO, DJ Mtr;Пусть;37559618;;;;;;;;;;;;;;
1254;8168120\v6956505;Lvnx, Алина Селях;Белая ночь;81275802;;;;;;;;;;;;;;
1255;5046458\v3030841;Marec, XD;Can't Be Broken;99965932;;;;;;;;;;;;;;
1256;8198857;HOLLYFLAME;За твоим домом;107778134;;;;;;;;;;;;;;
1257;229555;Ирина Аллегрова;Угонщица;79985266;;;;;;;;;;;;;;
1258;20005\v3428995;Nick Waterhouse, Ofenbach;Katchi;36677807;;;;;;;;;;;;;;
1259;1437490\v1596658\v501979;Capital Cities, Sebu Simonian, Ryan Merchant;Safe And Sound;10883410;;;;;;;;;;;;;;
1260;3437397;Ольга Серябкина;Бывшие;102976361;;;;;;;;;;;;;;
1261;360308;Рождество;Так хочется жить;107791727;;;;;;;;;;;;;;
1262;7458722;ray!;Туман;107120883;;;;;;;;;;;;;;
1263;4369549;Грибы;Копы;31228959;;;;;;;;;;;;;;
1264;167621;Boyce Avenue;Hallelujah;58540299;;;;;;;;;;;;;;
1265;7093828;Яд Добра;Время молодёжи. Chicagoo Remix;68681595;;;;;;;;;;;;;;
1266;10006969\v7497556;Cammy, T-Quila;Broken Love;86214857;;;;;;;;;;;;;;
1267;495949;Mike Candys;Darkness;74456381;;;;;;;;;;;;;;
1268;1014616;Tomas Skyldeberg;Souls of Time;52171533;;;;;;;;;;;;;;
1269;226412;Zaz;Je veux;765627;;;;;;;;;;;;;;
1270;4189324\v6110454;timmies, Nineteen95;when i go to sleep;56934754;;;;;;;;;;;;;;
1271;165131;Григорий Лепс;Я не узнал бы о любви;105621727;;;;;;;;;;;;;;
1272;6412640\v7494974;mell-ø, Ambulo;Gloom;63492882;;;;;;;;;;;;;;
1273;4958401\v3603899;Mujo, Sweet Medicine;Nostalgia;75754277;;;;;;;;;;;;;;
1274;7371660;Pascal Letoublon;Friendships;52946333;;;;;;;;;;;;;;
1275;41138;Nautilus Pompilius;Дыхание;6024130;;;;;;;;;;;;;;
1276;3815592\v646041\v24701\v5812543;Lucas Estrada, Matvey Emerson, James Carter, MKLA;Never Leave You;78021394;;;;;;;;;;;;;;
1277;9219201;vibessmusic;Faded;67148833;;;;;;;;;;;;;;
1278;3815592\v4138945\v5233755;Lucas Estrada, Kyan Palmer, Wave Wave;Mind On Overdrive;64766720;;;;;;;;;;;;;;
1279;7325901\v7323720;Dontcry, Nokiaa;Cosmos;65500132;;;;;;;;;;;;;;
1280;5756700;Liza Evans;Падали звёзды;73654243;;;;;;;;;;;;;;
1281;9855155;xryce;KAY;102866810;;;;;;;;;;;;;;
1282;7959580;Glimlip;Ebs and Flows;76066546;;;;;;;;;;;;;;
1283;36784;Nickelback;When We Stand Together;2786721;;;;;;;;;;;;;;
1284;33443;Reamonn;Supergirl;354182;;;;;;;;;;;;;;
1285;41075;КИНО;Группа крови;38633712;;;;;;;;;;;;;;
1286;4623000;Монеточка;Каждый раз;41249159;;;;;;;;;;;;;;
1287;42586;Сергей Трофимов;Город Сочи;28130240;;;;;;;;;;;;;;
1288;218099;Земфира;П.М.М.Л.;732400;;;;;;;;;;;;;;
1289;3365796\v8112120;BONES, Lyson;MonsterMash;66782773;;;;;;;;;;;;;;
1290;26353\v63921;Antonio Banderas, Los Lobos;Cancion del Mariachi;31635004;;;;;;;;;;;;;;
1291;4080983;Justin Hurwitz;It’s Over / Engagement Party;32558139;;;;;;;;;;;;;;
1292;3428995\v4024848;Ofenbach, Brodie Barclay;You Don't Know Me;25965441;;;;;;;;;;;;;;
1293;218250;БумеR;Не плачь;17913221;;;;;;;;;;;;;;
1294;1471558\v10046615;Emma M, Jangin;Варвара;106450159;;;;;;;;;;;;;;
1295;167066;Андрей Губин;Девушки как звезды;31750626;;;;;;;;;;;;;;
1296;79215;Queen;I Want To Break Free;2758001;;;;;;;;;;;;;;
1297;31127;Pain;Shut Your Mouth;27032843;;;;;;;;;;;;;;
1298;9855155;xryce;mob ties;101325823;;;;;;;;;;;;;;
1299;4369549;Грибы;Тает лёд;34191851;;;;;;;;;;;;;;
1300;5087681;Placcebo Beats;Agree;60003762;;;;;;;;;;;;;;
1301;626837\v2941534;Deepend, Graham Candy;Waiting for the Summer;36776471;;;;;;;;;;;;;;
1302;6591632\v8719725;3-ий Январь, HYDY;По кабакам;108109096;;;;;;;;;;;;;;
1303;1432949\v7214574;Glass Animals, iann dior;Heat Waves;79642740;;;;;;;;;;;;;;
1304;10523575;JXXPSINNXR;Liar;81324623;;;;;;;;;;;;;;
1305;4117141\v140504\v626515;Joel Corry, Tiësto, MNEK;Head & Heart;73150970;;;;;;;;;;;;;;
1306;167098;Тутси;Самый, самый;28117903;;;;;;;;;;;;;;
